id_presa,nombre_cuenca,nombre_presa,recomendacion,points_recomendacion,vulnerabilidad_actual,vulnerabilidad_futura,long,lat
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,No aplica,0,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,Incrementar el número de estaciones climáticas e hidrométricas para incentivar el monitoreo de variables climáticas,1,Alta,Alta,-92.89847222221522,15.99638888883618
97,Presa La Concordia,Juan Sabines,Dar mantenimiento a las estaciones climáticas e hidrométricas para mejorar la calidad de los datos disponibles,1,Alta,Alta,-92.89847222221522,15.99638888883618
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,Crear incentivos para que los gobiernos estatales y locales y el sector privado inviertan en mantenimiento y mejoren la eficiencia y el rendimiento de la infraestructura de distribución y uso del agua,1,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,Realizar mantenimiento operativo y estructural de las presas de manera periódica,1,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,Promover el programa de Pago por Servicios Ambientales difundiendo los beneficios ambientales y sociales que se establecen en los lineamientos del programa,1,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,Promover la conservación natural identificando zonas de conservación que puedan ser Áreas Naturales Protegida,1,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,No aplica,0,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,Incrementar el número de estaciones climáticas e hidrométricas para incentivar el monitoreo de variables climáticas,1,Media,Media,-92.77871388863502,16.40175555547455
33,Presa Chicoasén,Doctor Belisario Domínguez,Dar mantenimiento a las estaciones climáticas e hidrométricas para mejorar la calidad de los datos disponibles,1,Media,Media,-92.77871388863502,16.40175555547455
160,Río Tehuantepec 1,Presidente Benito Juárez,"Incluir en el Atlas de Riesgo Municipal donde se localiza el embalse, el análisis de riesgo asociado a sequía para las presas",1,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,Promover sistemas de alerta temprana ante la posible presencia de sequías que pongan en riesgo el agua almacenada en el embalse.,1,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,Promover el programa de Pago por Servicios Ambientales difundiendo los beneficios ambientales y sociales que se establecen en los lineamientos del programa,1,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,Promover la conservación de la vegetación natural cuenca arriba y cuenca abajo del embalse,1,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,Promover la conservación natural identificando zonas de conservación que puedan ser Áreas Naturales Protegida,1,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,No aplica,0,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,Incrementar el número de estaciones climáticas e hidrométricas para incentivar el monitoreo de variables climáticas,1,Baja,Baja,-95.39747222146582,16.445444444205805
160,Río Tehuantepec 1,Presidente Benito Juárez,Dar mantenimiento a las estaciones climáticas e hidrométricas para mejorar la calidad de los datos disponibles,1,Baja,Baja,-95.39747222146582,16.445444444205805
168,Río Nexpa 1,Revolución Mexicana,"Incluir en el Atlas de Riesgo Municipal donde se localiza el embalse, el análisis de riesgo asociado a sequía para las presas",1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Promover sistemas de alerta temprana ante la posible presencia de sequías que pongan en riesgo el agua almacenada en el embalse.,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,No aplica,0,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,No aplica,0,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Incrementar la superficie de áreas de vegetación en la cuenca de aporte registradas en el programa de Pago por Servicios Ambientales,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Promover el programa de Pago por Servicios Ambientales difundiendo los beneficios ambientales y sociales que se establecen en los lineamientos del programa,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Promover la conservación de la vegetación natural cuenca arriba y cuenca abajo del embalse,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Promover la conservación natural identificando zonas de conservación que puedan ser Áreas Naturales Protegida,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Promover el manejo de recursos hidráulicos integrados,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Identificar o conformar grupos de trabajo como los Comités o Consejos de Cuenca para la gestión ante los eventos de sequía,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Fomentar la colaboración intermunicipal para la conservación de las partes altas de la cuenca,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,"Implementar medidas de captación y conservación del agua para disminuir la vulnerabilidad del sector agrícola, tanto para las áreas de temporal como para los distritos de riego",1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,"Desarrollar programas de acción ante una disminución drástica del agua almacenada en la presa por eventos climáticos severos, de tal forma que se establezcan sistemas de comunicación, planes de recuperación económica, ambiental y social",1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Incrementar el número de estaciones climáticas e hidrométricas para incentivar el monitoreo de variables climáticas,1,Baja,Media,-99.16524999958779,16.823805555282206
168,Río Nexpa 1,Revolución Mexicana,Dar mantenimiento a las estaciones climáticas e hidrométricas para mejorar la calidad de los datos disponibles,1,Baja,Media,-99.16524999958779,16.823805555282206
138,Presa Chicoasén,Manuel Moreno Torres,"Incluir en el Atlas de Riesgo Municipal donde se localiza el embalse, el análisis de riesgo asociado a sequía para las presas",1,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,Promover sistemas de alerta temprana ante la posible presencia de sequías que pongan en riesgo el agua almacenada en el embalse.,1,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,Crear incentivos para que los gobiernos estatales y locales y el sector privado inviertan en mantenimiento y mejoren la eficiencia y el rendimiento de la infraestructura de distribución y uso del agua,1,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,Realizar mantenimiento operativo y estructural de las presas de manera periódica,1,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,Promover el programa de Pago por Servicios Ambientales difundiendo los beneficios ambientales y sociales que se establecen en los lineamientos del programa,1,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,No aplica,0,Media,Alta,-93.10081111024448,16.941769443704914
138,Presa Chicoasén,Manuel Moreno Torres,Incrementar el número de estaciones climáticas e hidrométricas para incentivar el monitoreo de variables climáticas,1,Media,Alta,-93.10081111024448,16.941769443704914
