system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,12.797635267794334,3.7429041468742095,8.690474334192023,9.85544188638196,7.033709789145731,75.94616535850017,177.1157518968679,137.90756584098204,78.64841648795313,18.95904270881464,5.311431932576329,6.493469870050773,01,01,Aguascalientes,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,31.71834839620806,16.46948086356041,13.922769427000492,14.295404753787642,0.32713569810129167,0.021060559494816413,5.490573506673718,6.368678061095392,6.322290791676143,5.881614170737928,7.790782094637223,15.907821085225086,02,02,Baja California,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,7.5873228756620685,3.876346974620517,2.9895311102666415,0.820018938997398,0.2304871955429723,0.004605090887839599,7.727146178283816,15.828897502559556,12.122927016590285,6.27307867366644,1.7230666719438856,13.16447349356908,03,03,Baja California Sur,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,72.22151552155245,29.23589066906992,21.277980008152095,15.530605432491699,52.64127254367605,224.3361784070871,160.73122028270677,229.5331876839211,298.4004135890341,191.17979478588623,61.91315432149525,39.374403707058796,04,04,Campeche,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,8.954900765854546,6.920963353481211,4.746253653613984,13.434054501161668,32.509433050711685,45.64101437339598,87.22785322690548,62.078007920732034,81.4621614375511,19.09462805324625,4.553203265940588,8.728417720933866,05,05,Coahuila de Zaragoza,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,8.212533839430314,0.8231245409883672,7.613252789554434,1.0347778000932024,3.922520696827321,117.38096128638759,206.20747495743328,345.68371126220825,209.25843306510646,33.86613636857934,4.984395676942029,7.115941909551385,06,06,Colima,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,58.11990326898303,50.50644770434128,32.83102380716102,30.800384128459527,72.06789482207766,391.3215021177461,266.4920612737418,474.55871974212914,351.98119122365574,223.86462075196152,79.75960864387474,48.08565056323629,07,07,Chiapas,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,10.508412484696974,7.815227811703869,6.131992513928134,7.7451420133676985,6.5645942495624645,44.08495245879921,136.13832625632176,135.6089927692062,47.911565554577635,24.98728558138165,4.204041381588477,15.203521785010379,08,08,Chihuahua,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,7.705156823442587,5.765844125455486,18.002952129796398,14.187125373376686,57.258277134327685,171.39937091808227,206.6293011225742,188.966867654787,166.68116535390277,39.44217834153501,11.613658219521229,5.185201510659492,09,09,Ciudad de M�xico,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,7.119878763442876,5.44020838148009,5.514411754254789,6.489245888608848,5.918970646931441,97.69467376014819,207.31821518468755,149.007297697258,93.37189569376423,17.547006485523877,4.660918437926017,23.610062282822344,10,10,Durango,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,12.026197037643723,2.3166235114335665,15.291224429343774,11.449757090417183,15.925886935506025,71.30154085841117,162.25328497933577,165.02718835717084,64.41618614613432,21.817937818722246,6.120103437640591,4.909927533905659,11,11,Guanajuato,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,7.840280369058348,0.7128741483441734,1.9551209234824427,1.4980519410634572,9.292228892012169,253.42924765479935,250.21698868744042,350.331252828108,236.12997298530505,79.98468590745287,8.243764693246284,1.3402012800659533,12,12,Guerrero,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,17.34046398658529,15.593308675035399,23.87330303972993,39.94465190060941,41.36746166504939,95.3349530166295,155.75797461628318,159.3407823440466,184.1073943876641,47.35626376279077,13.638243398312987,12.806253600684151,13,13,Hidalgo,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,8.287635829477765,1.9068859407915013,11.935996667502385,3.0996617840574476,4.496887516583765,168.74723257607766,244.10175829098895,240.7500638805525,167.40197046072132,28.85111185151278,6.107746063600758,8.113444936733908,14,14,Jalisco,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,8.295001122929863,2.2973243057237465,13.468165847658925,12.337271085506153,31.745320801280428,149.1670772638896,210.4551376425246,218.18530123569425,155.88548964852097,47.33681235827623,12.288936086067148,2.9177136090544455,15,15,M�xico,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,8.600613930522178,1.5410642401086412,10.292362867335848,3.860531885969438,6.42882279201401,168.42634997943895,225.4354731011314,296.04449433028685,174.99527378366608,41.10965894607662,6.62258749091342,3.365204537843466,16,16,Michoac�n de Ocampo,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,4.487357637830495,0.3315334473201607,6.491643806874931,3.5714646785587854,20.89631929800588,237.9145165636763,193.7371706422599,229.19901143588365,172.1208112104842,44.840550214638824,5.755637196603064,0.6211663378564495,17,17,Morelos,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,5.117409678902205,4.285700628439438,6.8537007126440015,2.533650688087593,0.6293944586447859,156.20186657659028,305.539129893837,323.2332782734764,233.85230836880152,29.007711123400686,3.538702062531288,8.805961909157563,18,18,Nayarit,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,22.943412610822588,15.026282338805533,11.081378937588457,36.108461324623455,51.097054287662516,65.6463065426779,79.31489136280409,121.17896154221334,173.5415272302085,27.374306575826672,8.621702727039917,6.044102161099891,19,19,Nuevo Le�n,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,17.63076040978106,11.097390616640377,14.849576368119926,16.341348289016697,33.80023716372143,310.8289731515874,239.402637027161,380.7192918477145,265.5583440590315,97.38849429722616,36.74793192334676,26.772047441544387,20,20,Oaxaca,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,15.081110524607473,10.671295466680812,18.475867572075604,29.232992375571108,38.67988761191664,178.7566284048746,132.3024203303932,200.73765879715233,195.9124372383261,56.26629850119714,14.266040039208924,12.704684430134014,21,21,Puebla,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,11.088537508882563,5.385728615997276,15.210638621165948,23.684336421830352,31.85402178059465,68.04337179914572,149.53338458392457,159.34359502271795,119.76490847986898,28.585406479389942,8.639279533942185,4.216966600616688,22,22,Quer�taro,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,81.36982272490744,37.51149818443148,38.86999342173324,32.06631186610865,122.25104296678946,247.11726957146533,152.17596571425725,198.54571017857364,279.84445429196785,155.0157706924231,103.70249802025263,41.64945096458167,23,23,Quintana Roo,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,14.772487179042015,9.4742138593533,14.511353094935837,31.173407126263864,42.93267853886943,94.84510202906134,141.33735393202466,148.12873634354617,93.97137118063901,32.8240462495133,9.667028806318505,8.491760487954657,24,24,San Luis Potos�,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,6.359033551952993,5.100492641172793,3.792620348839397,2.021540831898834,0.7585637349427731,22.229987587775824,157.64875959881584,199.5524308519689,117.69371802408679,18.63310108549509,5.989140957276558,28.61357142993278,25,25,Sinaloa,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,18.346129617979496,8.536945316888724,11.043647322897957,8.743268397999291,0.5749312532947877,4.377866572830148,123.04061681741976,80.70092567521178,25.429122089308066,19.425041065715675,5.525670889341521,24.449720853567992,26,26,Sonora,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,137.96364345916038,95.24767977613153,46.91521185167238,26.029143240987086,37.26164203396649,313.32106664179616,196.2794152284322,370.55521108923523,257.1510490504284,420.84503117582403,204.47461004650708,93.38081265899062,27,27,Tabasco,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,35.00593426128326,17.785212977172243,13.74783654367102,34.804006331753236,47.21493558681626,104.9029981183716,94.77385735210538,162.57229083685445,155.7555693963113,48.16098822213048,11.751710167686804,7.1813466897326705,28,28,Tamaulipas,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,5.787278765335216,7.477155526755762,19.44502415034516,22.408124529367015,55.96389562531759,116.44551129919965,133.44080701343506,153.9284930649775,126.21737553673877,30.749510588717797,10.265283581468568,3.1932942477613957,29,29,Tlaxcala,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,53.89886657904999,41.61233301799376,40.414539249839464,37.21887804140684,36.815633285947165,265.8957378093931,259.9298273232421,370.20756858013505,276.902119400612,191.9972687407011,75.22997001781665,73.35053839336771,30,30,Veracruz de Ignacio de la Llave,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,62.06956544435223,17.292276760839425,30.280776838002236,12.194637200297137,61.66668480496251,248.1256961528013,166.36018041538966,165.69559600586427,303.74782990897495,91.96385497921204,58.1053207094527,28.407627639739516,31,31,Yucat�n,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,9.674832897073353,4.597852081380211,6.2110276213157185,11.36226773173255,10.715258804114137,76.39571693077048,146.18512682387387,121.04917871075017,60.45555668664775,19.857078769550235,7.016264629968467,6.752568329294671,32,32,Zacatecas,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
