system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,12.723616948063118,41.20461072163471,4.3738718774755965,2.224597889831544,10.879624116051914,66.63081184112038,148.5388680610961,91.56676447340621,71.93671999299842,14.258506783163696,10.125949319623343,5.5784917381280925,01,01,Aguascalientes,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,13.082758030813736,21.926008004895756,21.18365390929413,10.909694630674176,0.1854675439371406,0.04105403126926285,4.920168116086215,10.998636840236092,15.50631498703236,6.203939592280212,9.103512951722609,26.984822554629947,02,02,Baja California,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,6.574117541723277,6.33512587915979,2.8459640149386094,0.40654153279249594,0.10344636434713134,0.02630035372038904,4.3056756245737535,68.49187752627016,70.46366993813707,19.858842418903052,6.711800253442839,11.859998099757211,03,03,Baja California Sur,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,53.03184015092308,41.58645981479945,36.500895628484834,44.344378294460476,116.06829318313406,245.46758831602432,166.87589741164783,255.6704466977818,189.36882318614937,156.63512160104582,14.99833667300952,21.722755848586807,04,04,Campeche,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,8.132475584199975,16.227186757489566,12.084917770343417,12.57433195243342,46.144220738569636,26.38371624932619,62.226358360102,37.93857682674952,61.56532684232346,15.421834140432352,6.880381620026744,8.032474256613687,05,05,Coahuila de Zaragoza,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,9.011603140526896,33.76591155818301,1.3062954620955984,4.056896745678297,22.4260591195946,193.95399910482925,121.74301318132008,196.79422020285364,161.40148067163906,56.08683039955479,32.4123232148751,7.881586708174126,06,06,Colima,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,61.647466863767896,42.467486481774166,46.08069999091106,55.975704136179026,189.21909861691117,262.8640502612594,234.32926475729155,410.8877865512272,280.2721787479774,185.61966768330456,24.28307795603728,46.07087779307287,07,07,Chiapas,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,6.848507089266083,7.3781322549639174,5.940747164815535,5.454159750072104,5.293882329045386,25.26683698426966,126.20710221389481,82.96206074263198,65.95056225708213,17.442555213570785,5.957678095818351,20.171237692977332,08,08,Chihuahua,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,9.583953904748546,27.469461440643823,16.998824328990214,21.24665348010461,29.62815266015112,127.6324357805559,191.3111137940678,144.86442472148127,117.88115331680858,33.87017642021688,17.06261549376333,4.427970479244781,09,09,Ciudad de M�xico,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,6.820667302517444,12.78248118013683,5.225987049265567,4.024325310657703,8.452417662259075,43.303663008247,172.30479090926198,127.25960999412325,106.36400575975115,28.465459419996417,8.67271502469662,16.58184662986808,10,10,Durango,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,12.979031772782601,43.27460294379194,7.331978627065622,6.451003603152848,21.256579589354182,88.06283952638664,179.39022778773978,103.4331305283233,83.41799190493688,15.290952233745388,17.378641888032927,5.97294882486319,11,11,Guanajuato,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,6.783039270193399,9.071149083972626,3.3436081010287824,2.6596987787065074,45.21564990171022,226.58308124374636,211.6618360926215,294.0066011786518,196.4249740884498,101.54662672960097,14.953789416303161,1.4488984932861164,12,12,Guerrero,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,19.844388366421345,52.88319443961769,21.887067247013647,31.490577033376056,40.16538054851572,117.57108586472171,157.40467054588305,203.21034848934363,112.24797272746669,39.41721212723379,28.08463205534326,10.770730900570708,13,13,Hidalgo,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,8.079669284563936,39.54869647643036,2.8225658208546163,4.034587344795228,12.280708765060592,158.67926259310545,214.74160266257144,201.64430467737344,137.89340772063412,47.24291325813015,14.8415551594283,7.179919999300251,14,14,Jalisco,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,8.34759188853517,29.134397200422004,13.297768729273852,13.343662732106262,35.8641373132565,149.6448090250637,222.0925348969794,176.83660961688287,125.1263772712597,40.4754233705352,19.756824886558633,2.5889638413491762,15,15,M�xico,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,7.962614169323032,26.904404882501346,5.963103579238831,4.098130808796993,21.178217716775098,147.79325371822688,177.80023927382123,191.8230574353468,112.43171046501375,48.96980890622148,28.956945709454914,4.992222590324246,16,16,Michoac�n de Ocampo,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
