system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,11.059905279010644,0.5991705747083407,3.497300384937797,1.155150427016943,13.820716717914332,95.79814088422579,126.02614538889416,182.11751962554655,114.1206970284806,7.5949926850216904,9.947518262719003,14.501835594873855,01,01,Aguascalientes,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,45.12243114373964,28.891918904976237,27.49996277112065,7.30911643609686,1.8571211204642464,0.13758385381385999,2.171822566011699,5.603417328827578,7.390115917855066,3.807523413434331,7.753626503922096,16.90852627509333,02,02,Baja California,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,14.793003198421465,9.94919820669499,1.997637361400538,0.17662576956362072,0.170003125916342,0.05289945663215365,4.687748278085269,18.701523666298705,50.38925378242653,4.792668316472825,12.674255512684425,8.6119543517538,03,03,Baja California Sur,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,22.47226384930496,20.892304169027614,30.230436934297934,73.44702100831012,53.70289598222339,221.43383188865855,187.85961032978923,210.84731910627193,369.1505607957066,419.54281336729986,44.64852810836415,54.29686506541819,04,04,Campeche,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,8.658977828360088,11.700353024118304,9.071274032491184,5.672341973675207,35.58763784688228,22.20594636567646,31.369838177422693,36.91857713019548,63.8987693626,11.562469369454012,14.970614872557364,11.165900127014945,05,05,Coahuila de Zaragoza,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,10.672556180944078,2.0121089995867987,0.9590014127593444,1.573626800236529,5.893567981739395,117.37817290235894,134.70677966923728,248.13073471140814,187.56531900467073,32.41532948537144,16.54955302218993,14.479470554512195,06,06,Colima,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,42.110361735674466,35.96090589021184,37.11890415976442,100.87731770682919,141.7845437479544,324.27284024962194,302.2918544313704,471.4333404617687,439.473644399996,232.238765436179,88.64079603517774,73.11922618109898,07,07,Chiapas,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,12.861497687803492,22.490956819552835,7.070214898401815,2.2287902988280592,3.372500450769099,32.53701002055124,68.51634059539627,74.3185653854537,86.298662867535,12.567343051807592,12.107638463803626,13.149890027454909,08,08,Chihuahua,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,19.920764443466854,8.244266661077573,8.732221583200475,12.709752433165939,96.87913292612707,172.56470680347937,150.54517252459064,200.87605011539677,110.66549293066586,52.532886688914004,49.61862924807955,27.01639194781993,09,09,Ciudad de M�xico,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,11.477679396688407,8.891976511934567,4.570568688651068,0.4172109498248261,3.883422283516852,48.58430114381333,131.46599364770188,129.48097526885,107.46097634998972,11.501981316851575,6.00612061144574,16.610025282504438,10,10,Durango,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,10.749420082261642,2.6418179980014784,2.942820018431169,4.224173958771057,57.258627474293505,85.39424172665873,109.64151141095608,162.6401038709462,88.66450131601415,17.80201419898735,12.609270895357334,15.610145597275718,11,11,Guanajuato,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,10.837473972818845,2.4241006954194857,1.7690804962700704,6.826623305631453,77.21451130161657,258.8953705507605,248.81148564380612,336.80241221027484,278.24819504300535,90.59725263260222,13.008485392389197,13.52294555914767,12,12,Guerrero,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,22.401564266569082,13.428066090436735,16.48994316718047,16.322891040986203,55.77698941601239,79.78724382598895,115.56762360670633,181.77670309431926,101.80628182001772,82.92267577013169,51.3915945224597,27.344375355091557,13,13,Hidalgo,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,10.133332975692326,3.2731126395493715,3.434323727299307,2.1624503125524557,19.53282848739318,161.59344913989298,187.36540656820054,241.67328317992397,185.2854667364607,21.2220399895027,12.942338633251161,17.627566572109398,14,14,Jalisco,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,20.10059354563691,5.674271676091816,7.034997598610364,13.677788327794444,94.7444989513826,180.2813071989954,179.75020461156072,228.8723149304991,140.01382679452985,56.13157622163186,34.71156451131009,19.56137387400258,15,15,M�xico,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,12.032838950463603,2.607680716629574,1.1446017547070721,5.142758269150648,50.52587535543949,188.9899521873221,198.61914788364504,260.0138045006262,183.83367640124604,40.99558651250056,20.637125659645395,20.029820514100585,16,16,Michoac�n de Ocampo,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,21.622253232323892,1.7520006572883853,3.7287971305861163,8.789586257590578,156.06973357111696,232.98800834297222,171.95350288049926,274.00602359146393,175.96870957082038,45.37471909432957,28.757627403211732,9.655168795868105,17,17,Morelos,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,9.959050666008158,5.021044975251829,2.7385091807118376,0.3969993557563264,0.38248231043706504,106.58697993402838,329.89188433198274,333.91713255777177,239.9177667006027,9.452488475562086,9.096807276797769,17.617774607962033,18,18,Nayarit,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,16.201780363013167,13.266166924180501,14.322208808083714,10.206656065350352,56.54688943863704,42.26850016675992,40.457779364126544,122.61858957723474,59.01701345241364,24.518252457303845,20.230598524726847,21.623616596312495,19,19,Nuevo Le�n,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,16.805328022595624,13.85698840976431,15.97135443687972,37.60858761806023,133.19942960026543,195.81790689231346,280.17634309854407,465.84092197088637,247.69225129522462,147.29562791062185,53.29481813170234,48.545131472040666,20,20,Oaxaca,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,24.297665253701,11.282935830445167,17.59421723234177,20.666064961472802,95.55791517047258,135.00775473800266,157.83734511493054,265.94501274563584,145.66116785934,100.81850749083385,50.922233353595516,32.00000526714843,21,21,Puebla,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,13.727817781530693,4.050342133926206,7.715285670953126,8.924719536387986,54.707773714669834,72.44535488127948,95.28635430887323,165.1709800113933,92.65221325031611,42.392342921280644,19.226876037157794,16.610686753239033,22,22,Quer�taro,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,35.742715619401295,18.74646313623549,37.483081691824644,57.27765378589855,47.082283174239876,195.79054514766395,173.8629484484224,154.99552701213273,286.91104010818935,306.97029565648137,52.00130581192142,85.7364164912458,23,23,Quintana Roo,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
