system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000000,6.211552010916121,0.016897445041131144,0.4712155132046217,7.808297592248744,33.432986974471156,35.63830349131087,121.7633501310878,74.5594041573548,30.609299536660426,66.93339276932497,36.41638139873467,39.661215912156344,01008,01,008,San Jos� de Gracia,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,4.207652743342763,0.2388510032876686,1.5560366914849073,5.535806020580589,24.627707306283046,17.630136696973437,99.16225215100484,38.57983986056985,19.70515418018137,47.07729033799865,30.159078057148445,30.642186637318463,01009,01,009,Tepezal�,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,4.45664752825139,0.748608374857563,0.4958958715342003,5.600116149384106,30.29650541184351,22.705219563742716,104.8429979033538,42.94897388180192,19.638775360980684,49.40355160995221,28.164494810081727,29.600852063620327,01007,01,007,Rinc�n de Romos,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,6.582901545798691,0.0,1.6264901115758348,6.2384258279737805,22.290181093940216,24.122699780628412,121.98806240597663,54.42693184661972,21.328489504716682,54.086254409583255,35.98306457337385,30.420656235927513,01006,01,006,Pabell�n de Arteaga,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,5.221232402527086,1.2600578913952858,1.1900408365451618,7.19594380587266,17.048608874507625,28.97809214838069,117.71459419264976,80.4109713057517,26.819904672449674,69.42673958562334,34.032718198495424,36.803072646033876,01005,01,005,Jes�s Mar�a,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,3.6717001903183477,1.9982883297301857,0.6699147548776635,4.327798959947201,27.52064338315924,20.398607757508547,100.2430397887112,39.26173447572722,18.39542250919679,44.19031592392669,29.826875692332173,26.380497230868468,01004,01,004,Cos�o,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,4.037965069729305,1.7109270173439521,0.7431774476234683,5.793385350863293,15.444574762110218,43.26600909674557,147.48910690007537,103.28854270042731,38.611101972894836,79.24559482496721,47.394970720886725,39.24104690133228,01003,01,003,Calvillo,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,6.332069452070611,0.12152856428448748,1.1906273242903922,8.094529775826913,18.50824278186008,15.972632632604464,75.5855392419953,48.01256376756885,29.4041084375808,46.146659959331764,30.915026865717845,31.450865216989342,01002,01,002,Asientos,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,3.7512880353674545,1.6663545006192702,2.2893633346161164,7.541725659459182,14.792474251990104,28.042806562893976,115.3997737573458,71.4983793653437,35.32308375990178,63.55532593875497,32.05288951745831,35.48226752658754,01001,01,001,Aguascalientes,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,3.824044963376544,1.4772731504015706,2.7875252886966173,8.155843806156431,14.838065374599095,18.925800278135828,87.0994165308391,47.00611986098691,27.206631186304314,48.47024701853958,32.69549971864905,29.67827045922766,01010,01,010,El Llano,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
