system:index,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000020,7.1358029013583435,4.066586748014638,0.05810574878708159,5.950988864724953,0.0,0.6306234064196191,12.27704477425149,2.7475211897532006,0.0,4.968550133490531,1.1745519991652729,0.9566045932078941,2.666818267584766,0.0,2.998952926015753,0.0038685796714910377,0.0,1.95829466369803,0.1294232565243766,12.645289951638405,2.586446793650129,4.908899395393292,31.613130214640467,198.24907923674715,232.40763129750596,122.28427410611157,04008,04,008,Tenabo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,4.165889131785162,4.145135227014309,59.493173360596224,5.426679397800965,4.581777691290408,5.265295059669466,18.706005104562223,5.585182772722084,1.3150573414715507,2.9481499909036297,0.08527977096716861,0.8449653547463076,3.9256681107423494,0.0,2.9997749434713183,0.011119111805302461,0.5368108066184051,4.356878070216431,0.0,37.377512870843034,16.088448556057262,0.0,33.233422631561325,118.90020931987483,158.39770871115897,93.54095199100306,04009,04,009,Esc�rcega,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,5.41081962294632,11.321695497339684,19.492805312731402,16.927652303762887,1.2771714519750599,3.9754029077702757,9.971264492697177,6.459951772654119,1.58211060294153,4.149637766709203,0.6935537300926307,0.2867970906198512,5.181427440200171,0.0,10.607914364933913,0.02354890311604196,0.0,5.983358826493381,0.0,25.543979374331833,18.279913759243616,0.0,43.78733706702979,121.2166194183866,143.51692473258996,89.28278117368197,04010,04,010,Calakmul,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,8.54077879558183,0.9214298564034541,0.0,10.131973932751515,0.20285580712988277,2.7157111568604986,12.785837357071625,0.0,0.0,5.381777991045701,5.032091999468725,3.7390199851900867,0.0,0.0,1.9395962137730085,0.0,1.4608068434338128,4.545912487975704,0.0,14.073416457695783,3.1211502457227938,2.6329343921096102,26.768763386044082,199.24052188217956,216.09702615894938,92.30804408577961,04013,04,013,Dzitbalch�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,1.9479959741258701,0.0,0.17793907441832665,13.54751355370587,0.7139803523523659,4.236143750201068,8.261759638920259,0.0,2.4058076591878224,2.678411126935654,2.3357821995814,1.1430882016498818,1.5372962412922186,2.7306353993343127,1.4451048285128212,0.15721271374826445,1.9409581787226484,0.0,1.0150655329610145,4.52333942800161,3.823487220031574E-8,11.213901918275017,12.322697276173587,4.594580180719213,50.15800149896171,3.9736487895298156,05016,05,016,Lamadrid,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,1.1124539648242269,0.12831347692427544,0.851356121247688,13.076810354781516,0.0,3.637353991396276,9.997539530654905,0.0,3.4700357362299075,2.5059371099595134,1.938667906722102,1.7942438962037672,0.17124625760608964,2.7419021879739183,1.1041176121373053,0.0,1.8384518100445613,0.0,0.8167489049945751,3.886832189944597,1.458887619967166E-6,11.967366911523849,6.711048524476953,3.956320289590344,53.93369604503889,5.414563179194503,05029,05,029,Sacramento,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,1.7251924147250077,1.4386815873721313,1.1584567638942682,5.49925604092691,0.5572376111347996,10.916417023166277,12.483279046932276,0.3245789643268765,0.4186374238435936,1.1422681016298566,0.7292706997914348,0.2586958885973796,0.04515024705273325,0.9081004553655119,0.5750713648056492,0.2694323339759579,0.8922521110185678,0.44204894702863784,0.3906208615859862,1.278774138794187,1.6657469698673153,1.949059952173585,0.0,3.238836176571291,19.220030742378086,15.307408371540433,05036,05,036,Viesca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,0.8211770271555402,0.05333285531841718,0.6921678793550743,10.226219337860401,0.7781273909690807,5.559505174239133,5.16604011785015,0.0,2.5918323909465135,0.9840898412144949,4.1001937479583495,0.7582731815098915,0.8649193808343218,4.140228895231643,0.09980960682449636,13.373862663321402,2.1577651451604765,7.737960448851086,3.197794305117099,1.936271643167625,2.5981639177097606,22.325366083583113,20.980123950025696,8.691340161017978,30.00340246817077,0.0,05014,05,014,Jim�nez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,1.5207599910561969,1.7062536242976998,1.5628813334835523,3.8691689206706545,0.5233023404473779,8.336334294938345,9.142345260063419,0.9933349442826462,0.4035309320596779,0.9089794437009022,0.43018454035816206,0.243260733239461,0.08633383944270102,0.6156622244098802,0.11281979684516559,0.37839084268801026,0.8196455235669854,0.6299400642874752,0.795663781509324,0.9680155742529072,1.2279555121393881,2.297088738671324,0.013091425371035517,2.4101143164118946,16.648936373826484,8.766430633785765,05035,05,035,Torre�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,0.01941291616985077,0.2552789043593168,2.020186189695098,8.375541178092028,0.852317001431169,3.365054900044409,3.5373625166660436,0.0,2.8528255782383782,0.9297875425150476,1.4595693286966613,1.7355288750083595,0.7078224323332845,3.1202146780478923,0.29316196019441854,2.144873809184722,0.6564522527945666,2.386289058119741,0.9646237826740419,1.4719993207421453,0.19116073523904448,20.8231383899786,22.60221715724005,3.8221613079418164,9.893489918446036,0.02917907824355162,05002,05,002,Acu�a,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,4.167862450646823,0.21351169902518335,0.45596240022203866,8.450695173046421,3.0146718268242405,8.37626931571647,31.580664282232124,0.5433878272823749,0.07361343366825339,2.928689614850809,3.8843524532317004,0.0,0.060773431731663254,2.454479388013117,2.1651841916239296,10.625058876794029,5.324475822700473,0.0,2.9939104573713555,3.837300605942633,6.006578350126967,23.7219985627176,18.12212952868829,5.634562352967954,169.31676095557177,21.933233853369153,05004,05,004,Arteaga,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,2.8872709410340116,1.4468421669592357,2.8100192126177324,12.364470995518092,2.9984862752133393E-5,3.4151481428722636,10.285046244784619,0.6104056246574893,1.7609690324239489,2.604256367677332,5.236483477524868,0.8013638255974272,0.3756533057758966,2.0061606913789802,0.6104469663484098,2.373175144718351,2.812304238656659,1.5727360343094199,0.715581922431432,3.3588519605709393,3.053881136595711,16.748518186105503,27.671756924444896,5.140811716750065,90.09852063214515,3.3536961506848897,05005,05,005,Candela,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,3.917097988677032,0.7854347863959064,1.513310744887713,9.40092418247946,1.6865416447317731,5.908940605947058,20.667569532646443,0.331754961702551,0.9645456287798574,2.3510279087917056,1.807426777367909,0.010126326451061825,0.6206997012155044,1.0771172461578762,0.9878445076586941,2.5649392751446105,3.2259916250172966,0.693930591573696,0.32510026228763395,2.756562440805232,1.3609247610454687,10.197764642645987,14.266789726312949,4.068600031995429,74.8426007730389,5.8813280467722215,05027,05,027,Ramos Arizpe,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,1.8696290058863452,0.6847349100271028,1.2027350907000236,5.9719499391848405,1.2103644665084756,8.522014659447148,12.313024976990146,0.2980491534711809,2.4752566466328125,0.8974656251783372,0.7656689880578726,0.20726943698988584,0.1988448008565906,2.043511355767012,0.4786117542249714,0.3135776428838964,0.6519562994241188,0.29385738321598337,1.932541198001758,0.8443452656348944,1.066999083553406,1.680885937608164,11.66575210644621,2.84649275768592,25.73701130075639,4.279495828226986,05009,05,009,Francisco I. Madero,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,2.627696676821213,1.2896024544433708,1.6834028347655234,6.398833439547442,0.4469794608171159,8.808891249444105,14.896518059375252,0.2012904234617907,2.0052519019756643,0.962032220934768,0.7221682155952801,0.14082196347897785,0.07130745950223069,1.6795058634165512,0.6328995233277682,0.38769195831788983,0.9131883866749032,0.5130101561248108,1.0851094536066894,1.5648422856954702,0.8869070513101113,1.667963302521429,4.5901584924549965,3.907557031080689,27.044175134406437,8.793317950261176,05033,05,033,San Pedro,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,2.5378278950346136,1.2657539152702784,0.7439930186022984,8.588749018631871,0.8694517623137222,11.34959411074705,19.67831526470216,0.064869330771356,0.646283496176412,1.1597758536947993,1.101077362265242,0.04719716997811696,0.10462332783677236,1.1072273654469202,0.6997511819486426,0.9465429016454912,2.0079845263430665,0.7854813502862132,0.39249960942152573,2.5445496432591694,1.7308095510988142,2.9584803988382324,1.5426316173250971,3.3742760096577364,44.95425343842538,14.029154568276006,05024,05,024,Parras,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,0.8156965079328939,0.04496142989851434,1.7011341496433376,11.781470631644332,0.0871380755986868,7.965687125921249,6.773385039199095,0.0,3.524888612229728,1.2062675556393487,7.536935816798779,0.5648566850231368,1.4912239946458372,6.062505246518439,0.25462803259646644,14.916997692256233,1.4971366264894945,9.425302506642494,3.604176875307422,1.3037701231120373,1.6811298069332252,23.730666667209615,5.4633585594160134,14.770173356541015,77.03860221657519,0.0,05025,05,025,Piedras Negras,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,1.973629830768146,1.3060283495243863,2.7441690247700414,5.969293868321022,0.16854943044632206,6.929374585073418,7.73494084014282,0.0,0.9292606768027406,0.645622366870313,0.32984132715712483,0.18149586963605868,0.0667713828305045,0.7733131062906858,0.32670764282933296,0.3726687373109156,0.5224571427282123,0.10864126233205404,0.8457022528788717,1.0654740695883673,0.3441563804689368,3.1932266608646565,0.738757495364033,2.9247352145933077,19.858251235741502,3.539479597410644,05017,05,017,Matamoros,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,2.478792587858433,0.10304095898697217,1.1897135541796644,6.701993457165077,0.31693290031693117,3.8336767263478766,5.816032837947362,0.017500120387842107,2.650930971791494,0.7784074567898245,1.0815617715390817,0.6408328453416369,0.9143752368345605,2.6426391414071726,0.7881770226170914,0.31340405829896995,0.7229248596434763,0.24507149407310738,2.767492684268711,1.2620638818993006,0.06407414690047554,5.228406757603693,16.343069386373227,6.203615508365206,16.293161695581976,1.2067678837149143,05023,05,023,Ocampo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,1.3312749804708353,0.9350358576897728,2.5308867380330575,13.029277699487242,0.0,2.887518447064625,8.048986333662937,0.4227262252311301,2.614329322393987,3.303651235580074,5.090686725158644,2.0136845903349663,0.016290323939571746,3.6541861969192926,1.1650955104373342,0.8918998327802137,3.132470985028871,0.7029420619688768,1.0791702935558511,3.3177464931454033,0.9865445223486597,16.223698842575924,15.783690995446904,4.577684390215267,79.411425149135,4.648661176346469,05018,05,018,Monclova,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
