system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,39.96619622190476,8.383341943185135,6.304948298765348,15.74479360058391,14.599693791150377,73.68317635855435,82.50720135880351,78.48546992297301,47.80207800495152,30.4384001568339,7.771479999886618,10.715936019964056,01,01,Aguascalientes,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,24.176652167697114,20.04315567196729,46.499611570060914,6.5156553144861,0.817797439414497,0.15743336598011323,3.2454599999932596,7.277942062700005,14.073185746071108,6.066419462909472,15.643118328277623,11.101796513461762,02,02,Baja California,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,44.04326340726416,6.1169021370708965,8.771883637183047,0.7018935220327558,0.04031883056438401,0.05204004547362748,12.867745560364234,30.568957294452204,31.342602228282022,19.095369410411305,3.009281522281628,8.002001311464019,03,03,Baja California Sur,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,20.638148967218022,43.8357315399587,22.83328657141326,23.08481567453045,111.62427268095138,242.52948787155603,167.2396427111414,213.57463973880053,183.89842604414596,161.2183110232459,27.7048854722267,38.89896221215036,04,04,Campeche,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,28.763717353223342,8.5800166966045,12.760714667753605,77.31559600013611,52.02926213887398,61.05261696217114,32.229797840033825,48.020734476215935,42.89736613323831,64.60332133399127,3.6987317594180675,8.179661658662354,05,05,Coahuila de Zaragoza,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,73.575357188864,1.5262774067576736,4.9286835832814875,4.730652051671364,4.77669156920703,73.79205357651712,177.0299314485534,230.08003370691625,200.9671532179967,98.00450870998063,8.339856122700812,8.05106493126198,06,06,Colima,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,27.563299289082273,63.31693289922413,46.76829700641293,66.39313278348439,177.51895835424614,440.5470515494803,341.14420897590696,454.74716942119346,388.2900132952364,278.6286819716372,42.68384901199998,65.06777411800294,07,07,Chiapas,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,48.122732306467235,14.987935982256008,19.07420835620378,17.360388202294583,10.693455837435287,56.50514297150047,104.7785968110634,113.21672542403704,97.78367803194668,60.45447563206543,5.822265061617733,10.765544043379697,08,08,Chihuahua,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,27.991830549277996,15.386352221643174,9.022360151159988,40.78001306913701,59.864982380023925,259.195494444089,197.99939109867748,170.7912774550157,141.5226308534054,64.82343158457418,12.408282715198753,8.71665324795818,09,09,Ciudad de M�xico,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,48.643615875431394,8.161418637212842,13.000814053078868,11.942923367584385,7.930189778249813,94.39869130874726,117.6941536758025,155.48209828730822,124.88451563365645,96.33978375947561,5.90327402309112,19.247334088467678,10,10,Durango,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,34.70777134504938,8.025675204225857,7.932489790068181,33.412327020290235,32.12333856261494,109.39455923052682,120.30339479303076,89.21801550657098,59.80713645430691,69.80304203328451,4.137015390500461,13.472132953193169,11,11,Guanajuato,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,27.56560463269782,2.5976059119496955,2.510062142441865,8.345911537074839,23.90789511404445,308.85266104419037,280.49848888667015,347.02279750695635,254.25047776268548,190.23548713217176,12.078917709600281,2.6860034896458127,12,12,Guerrero,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,38.53291038916064,20.931832182946334,21.063294995245123,55.18735260833843,84.35107660717091,251.71705032028459,127.33343450600074,157.01681929415057,132.35586686143873,85.2896808179742,12.925887336329444,21.24972224030548,13,13,Hidalgo,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,45.676596364520385,7.213791725498266,6.554346588535491,10.465837095008315,10.448829854283895,168.89580997274194,231.84310204717104,168.70563644982295,151.87551371566528,77.05550253038787,10.619860432409068,11.753996908506656,14,14,Jalisco,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,31.633962567453064,10.114737898668293,8.674969797408558,39.97855356689702,51.77720557326722,249.3803976397141,206.49569698783304,176.01696232334533,125.94464627922676,103.72410130994413,13.507294875628032,6.928384319586869,15,15,M�xico,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,49.173726253080055,4.531110892612247,3.6013961764011935,11.205285265295617,19.255988666907786,189.96917611439724,231.57450691059347,223.82755081444392,154.0283685315119,103.44972200381271,8.284537611923488,9.08799155868368,16,16,Michoac�n de Ocampo,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,16.96117836517183,5.44441642771089,6.2170712110298405,22.55069883077795,58.595385105742764,364.23092951138074,265.50837366787084,223.51563305169617,183.19085518150388,72.84459583949766,5.890963858749162,2.393034224367563,17,17,Morelos,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,39.70702905172016,4.208407982900679,6.998435898633152,3.92426639880785,1.5333265451021696,151.28481420819196,311.207295454833,269.1504122610649,229.43895190158963,106.52235630651083,3.7630318378936476,13.805058970235082,18,18,Nayarit,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,39.31390211494021,15.197698594304079,21.89189207738099,71.81904174368033,101.13611448621988,96.37773164628716,48.10901386812691,75.29109019081875,78.90959608968379,49.339204049659706,7.211738350494169,7.120466222167734,19,19,Nuevo Le�n,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,19.796110990702996,19.415921740149585,12.106888090492617,27.59047345951314,87.01967732696397,434.33548673697874,293.65044841724574,402.0162214988019,238.80943746463248,144.94555293458347,32.903913542734,30.97693691890609,20,20,Oaxaca,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
