system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,18.455299360103044,28.271056474250976,4.142690606240633,3.917881465121206,10.63216844101983,47.97069953120223,137.93750858387983,72.47685518625094,92.64268382001929,8.481730717450663,1.9353332358763162,1.2500117836381595,01,01,Aguascalientes,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,38.997024648851976,28.909910132917226,21.02283924106932,12.614580033601074,0.3671345100617597,0.013355120032271831,2.093100650098661,5.015776877602795,4.319623976839639,12.638956789333117,6.912177347959977,28.278070525554362,02,02,Baja California,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,7.899211000359701,11.428641041586973,2.9209713094540524,0.3333192819227076,0.045792372539835646,0.0,1.8397067483245686,12.050086125258085,30.317929026886073,4.289025878658496,0.46091775822159886,6.478773200648329,03,03,Baja California Sur,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,33.4649916763234,32.36248935247872,17.171794910453123,45.60964071742595,112.74335623340507,276.712895217842,231.06325355131662,241.25705808150468,305.72124852483046,82.00615268078796,60.80228831318037,28.633021744450886,04,04,Campeche,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,20.281427473015427,19.56000583070393,6.438796717293987,33.5050579634222,38.228130754252554,48.98737472633464,130.5120347617631,22.681030366866576,74.12597443971725,5.989380933364984,2.2337398485355315,3.741734056276363,05,05,Coahuila de Zaragoza,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,23.494991750884637,14.980468802514444,4.6593383967611235,2.978399001993645,5.433919454274191,61.3248871454684,214.21998003299043,247.19243353779942,281.5797947278059,7.582083484142079,3.0777226103278577,4.308230196834435,06,06,Colima,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,44.7064041023044,27.98582800907112,22.788601284982153,62.88285126297801,183.15705966022412,372.7183025352212,385.05582830227405,591.4646435108377,495.7080652274117,81.53097175267989,59.49606569897829,37.072375259001134,07,07,Chiapas,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,20.369392809788835,18.111073193387224,5.686474566070866,6.34012278916998,6.247232369089344,36.98897027141908,136.6724295645142,66.56894611755443,77.50377904380538,12.392122143459298,3.084324809578744,7.130535678596063,08,08,Chihuahua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,25.27700835163533,32.336421723320406,5.448961060594376,14.9071242926155,28.99064272623919,116.806858169639,223.30431552919896,183.62649172945234,153.6235979411815,14.342729471988225,9.875276435681215,3.98069339664539,09,09,Ciudad de M�xico,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,11.17712942571028,24.814097908061,8.598723716877041,3.6931099105005027,6.918179641726382,65.53989411167798,205.03740244772317,102.74095226718639,163.5430408055414,10.22649226762636,3.083535705395901,5.826309380244075,10,10,Durango,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
