system:index,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000000,5.804631790982797,0.9418815965367002,0.7837445705646664,2.535481637563913,0.0,0.4100004974580375,23.757049196885028,0.0,1.1007191275015769,0.22198982322770427,0.0,0.0,0.0,0.008007112042432823,0.7968867937961555,0.12414412501383908,1.8542633544871892,0.0,3.4468861655289085,1.5228810661191696,0.0,2.878623221846793,0.0,6.570229496265146,60.90657536895279,30.294723328681556,14.462749190130806,40.622906720405496,83.64580209472075,56.097542332046956,12.388654904369218,0.0,34.61213888339737,15.904496801812257,31.937720941680226,46.00047687562863,28.484186414058758,6.063447767146937,7.403194365251469,0.0,01008,01,008,San Jos� de Gracia,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,6.136746238447629,2.05314283357157,0.0,3.883715033905337,0.1899114506996409,2.9651620343133254,12.889501772313691,0.0,0.7226914980024718,1.169257431085532,0.0,0.0,0.0,0.0,0.6484744973412797,0.08949875028984722,1.5422549014618754,0.0,3.628581606697081,1.225259852259872,0.10204044014632788,2.6670885084908345,0.0,4.291740865916908,37.71654029378333,51.34492531817412,15.916075555786657,45.48803913714171,91.7475617131077,87.82679866950102,1.6462544501547307,0.0,7.943245176875263,4.470301989090006,9.378823300275839,82.74503192505593,23.035064231595346,15.316608736677368,3.4541689420540744,0.0,01009,01,009,Tepezal�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,7.174115797668482,1.3185128547127345,0.7395969105623397,4.664852548470265,0.06195919693507379,2.1329754332606985,16.589842040755407,0.0,0.687855434469047,1.0648689099771114,0.0,0.0062930976746342834,0.0,0.0,0.289358551631753,0.25002239957106726,1.642869306077867,0.0,4.106452993907017,1.6347340044339516,0.0,2.7302820983380442,0.0,4.910635045524364,33.619282139735105,52.930246927959054,20.992458063887874,41.93634882307393,77.30148573343658,82.27322794366054,3.4449481767316907,0.0,13.489757752793706,7.918366537416121,9.419708963923796,66.31634788954912,24.009653407717543,11.904773498657487,2.105930923282959,0.0,01007,01,007,Rinc�n de Romos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,4.731673965408329,1.1400457077414083,0.13534648986538542,2.0479777081075996,0.13094905818134697,0.44499363231497385,21.741754842167985,0.0,0.7604791484836264,0.5481295999431933,0.0,0.0,0.0,0.0,0.8578069955257793,0.010882975488379472,1.748508763744089,0.0,3.1221306456272915,1.1455216472731815,0.0,2.779218494118034,0.0,5.158489951823831,47.89566960542098,46.11197723795773,13.282057332427133,46.96098859454198,79.35714947416712,72.92075842723276,9.754818363825121,0.0,16.519077405829943,12.453123557187284,17.95672646923835,78.54418922964965,27.473812181285922,9.847085954508897,2.679761552729895,0.0,01006,01,006,Pabell�n de Arteaga,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,4.260049822796019,1.1672117281721786,0.1590632708798145,0.9109665385719596,0.03376314909571084,0.1579281035760772,22.361148858997193,0.0,1.660940563803916,0.0,0.0,0.0,0.0,0.0,1.441313720979895,0.0,2.0405762322093888,0.0,1.5151329598022525,0.9730220270460476,0.0,2.476549521954172,0.0,4.919251984666675,47.52582560169367,45.32287394734128,13.728029205875805,51.77863211265306,67.31005683442754,47.230226675775874,16.65357142628251,0.0,36.606922020914304,16.56046725869498,25.61243412666309,55.9207562675851,31.030892411228585,7.942690761415311,11.096246214185685,0.0,01005,01,005,Jes�s Mar�a,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,9.523958419321284,1.9138635467514133,0.3385198709716225,6.956619303081146,0.019541057175545308,5.8805554452296285,11.909505713849525,0.0,0.5533096228229283,0.9839938393540603,0.0,0.08760072214548664,0.0,0.0,0.03821092714331525,0.3417039916985553,1.545240994582328,0.0,3.418306477183588,1.4307686869813894,0.0,3.9669063218701437,0.0,4.210380113286778,30.277010317826022,58.22937701616188,24.626171706422067,55.74853645702134,82.2276980784251,89.00647151512307,0.37249188878089723,0.0,6.050938780863799,7.129367738067051,8.221405235892526,60.7548317285814,31.999646288240758,10.302027608817543,4.857573958252007,0.0,01004,01,004,Cos�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,4.45219393912826,1.0091298182408828,0.25398897472892196,1.1569509606343045,0.0,0.6089787225217592,25.82361157725634,0.0,0.4540034459017641,0.0,0.0,0.0,0.0,0.0,1.161703397683263,0.0,1.7027692075416105,0.0,1.5659526075052075,1.1389616164318916,0.001479528992167743,2.57663765672567,0.0,5.038122924023588,47.64406360799595,55.399041032395544,15.645646397620567,46.885536470765246,70.00299492349015,37.420873239147305,22.567372672615452,0.44353822869464476,61.554473147364185,19.717771711093786,35.9599726714881,42.59099951222695,39.11292652732925,9.254339978716992,14.189510143704753,0.0,01003,01,003,Calvillo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,5.2251188978552845,1.4311751333072904,0.158648299783226,2.0939970929569354,0.9367203211154397,0.8772466827214251,15.0014923098853,0.0,0.09721145199808649,0.42515435665845885,0.0,0.0,0.0,0.0,0.60072781128612,0.9247587258132492,2.199559587967105,0.0,2.831143204819382,0.8958740269265525,0.07616025299984751,3.5293634134337193,0.0,3.6732424989296435,44.45972480987147,32.46334564239999,8.656220813786113,31.506012651300043,73.9853261566744,75.65036358600712,1.7156687335270213,0.0,7.909055001173564,5.485579869264692,12.017597494615112,76.7002700900644,33.65972266330468,13.819872249481158,9.3041461548185,0.0,01002,01,002,Asientos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,3.424951975419122,0.920611222385905,0.9956612329917264,0.8402077223410039,0.5298609005393259,0.0,19.081811465849263,0.0,0.9566371106564339,0.0,0.0,0.020417334413018653,0.0,0.0,1.1610902094895799,0.14985626892717616,1.9246541813283358,0.0,0.7933490404012141,0.5597209924043195,0.17113300640031073,4.791926411362085,0.0,3.13681169164465,43.39273728301118,40.13603811602685,12.434960265430888,45.57419979016988,73.98180462115592,63.59644583376276,13.903952586737336,0.005447882102071988,33.99713424798321,15.426642000515894,26.678837916527534,64.57770881437992,43.553032770235156,7.773760005348101,9.367565486211731,0.0,01001,01,001,Aguascalientes,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,3.4472611367387196,0.7214889575895402,1.0699001112146107,1.2561030438326257,0.5844333285877614,0.0,14.559363335377588,0.0,0.32068065103781446,0.0,0.010459446607509429,0.07018765815691143,0.0,0.0,0.3299089095019279,1.343707268369968,1.108728248851794,0.0,1.19021007860708,0.8771650151674184,0.0,4.675227165379819,0.0,2.936758341498798,49.25451147206849,20.070599227427707,9.458226434664763,31.566694563749426,74.50554862967246,72.44588481536489,1.1857682198240076,0.0,14.08258882616227,8.772889245809742,14.508899973862656,78.1223470549345,47.933848835913814,11.399954891977318,2.9864302013633486,0.0,01010,01,010,El Llano,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,4.87903163208352,1.4588944709416731,0.15176562313894626,1.9472650886546448,0.5553902261272604,0.0,27.366304316181203,0.0,0.3026710741921151,0.37333670229587745,0.0,0.0,0.0,0.0,1.184206202716648,0.25626981152299927,2.287841406069142,0.0,2.331536469239633,0.9676697160144453,0.0,3.8784267580239136,0.0,4.98684335627498,52.35627136569964,40.80267142014982,13.24018202861922,46.08353525612347,77.46668633596796,85.90157519112128,9.376174503159755,0.0,19.039291526700303,12.54366550789875,19.793314148572467,82.88763939331264,33.5152762213957,9.445463622272207,7.162493844634121,0.0,01011,01,011,San Francisco de los Romo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,1.169378795484175,0.006131118904638637,6.973897843522212,13.79837713916091,0.40378234498515203,3.120873994963369,0.04695143262877869,3.817804515778387,7.35907960460632,7.286317309205159,1.0669764860432065,4.140108048456326,7.339461981414221,1.5233589136087973,0.956153953670816,1.0343813758165978,0.13842884726474017,0.3739739195548153,0.09061756884386205,0.8239569906433021,0.03001242397357489,0.0,0.0011475889346748206,0.04724893640095442,0.027726275464791894,0.18712889465053073,0.0,0.03322656967678603,0.12511870500218725,2.6027199990008274,0.06192059336523218,1.3598431119197014,0.9761496996633809,1.97241422537838,2.0249113315974276,0.2990003068780707,2.993916052153483,1.5808944423381088,0.8771817851456555,0.048600949918686874,02007,02,007,San Felipe,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,0.5960934984759022,0.0,19.189803866764397,58.145846961280334,2.722788921435689,13.53675695234597,3.097942457680208,14.045324755219726,50.30957605030252,10.575339563811937,13.782949203824623,17.15155895138751,16.646532222921333,11.981808163966019,2.9839903032945383,0.020353690925193336,0.5629572353584948,2.1908802997968178E-4,0.0,1.5175439857764284,0.4623684149769092,0.0,0.037521476204923236,0.6187233769690293,0.0,0.0,0.0,0.0,0.0,0.0,0.10836245306582253,0.10521675933926199,1.520257183483669,0.7184847946660967,0.9513441560073062,0.007753287042890276,2.43392362523915,0.0,0.0,0.0,02004,02,004,Tijuana,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,0.14782365244409904,0.0,11.939398301722784,70.5989930340921,5.011640904863887,4.6241034983770515,9.58825571083991,24.9985241352389,21.098283853320215,6.9510031266724965,8.54269833516524,16.52595775200785,13.330570464513102,11.588522170914901,1.801862127288481,2.1669365342866356,0.9958566329271026,1.0326439697645227,0.051101339133092505,1.6527815305586033,0.002669050700744967,0.0,0.008183605170818353,0.4540439104367182,0.0,0.862121653576211,0.40702927200355415,0.31607100217666295,0.7953217234226149,3.613813628273311,0.12730700319599134,2.3603598430716004,3.949012907948875,1.7816975185931074,2.396987406391162,2.296778867898098,3.2829527861990107,0.023441348401575607,0.0,0.0,02003,02,003,Tecate,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,4.184007370286869,0.0,9.363101035907242,19.749066633146235,0.24409705222389422,0.18860602114743963,0.46345645696960136,4.034515623005008,5.0169950512001416,0.519474427439675,0.25872707446231474,6.688160519952169,4.750432101862835,1.1971657988954323,0.9968043955985975,0.20814152233145788,0.04457489925423567,0.6709964441355155,0.0,0.48309324507730783,0.0623293837547987,0.0,0.0,0.07046673673176987,0.0,0.46275152128097274,0.08480659389861243,0.01708734874303704,0.09686943353277051,2.145497466811547,0.025791455232643933,1.5594947904513876,1.4686219059176242,2.0103575185287235,1.6778980025335952,0.13165612066088198,2.1715123979526316,0.18956852920179895,0.026870085094957218,0.0,02002,02,002,Mexicali,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,0.03850989903705539,0.050740923507918416,3.466124202163356,14.006251191172748,0.22972836334933142,3.3186056880173656,0.008919577208659723,3.526856148249468,8.268511641810198,9.937803365260098,1.2134439920832296,3.5003515442294453,4.2021292520337745,1.1144132420317487,1.7530471193479662,1.6163255976149264,0.08410940402889999,0.01627412710035888,0.010266718427183692,0.7740717311892624,0.01847519302652362,0.013204986454712065,1.6225292300656657E-4,0.10895663214927903,0.01623117985126904,0.010102727237664103,0.19586864332650378,0.1649364890652372,0.0764914063714604,0.16222782693695342,0.3967936267582023,0.8033204502277872,0.14069855595092662,2.5905990662270595,1.3983926507504878,0.7238084875686315,2.065815975350889,1.4591328974171252,3.9961795174141828,0.025889241347116034,02006,02,006,San Quint�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,2.938622843791445,0.0,12.529169488081287,63.36836192762872,6.386393735539248,7.164585578714887,6.167203898012336,30.913886444086547,26.310607080307307,7.363942302949926,6.699823600131085,38.261818498288434,12.345044659833105,9.821561958822953,3.7258293452282736,2.2478201531456867,0.30224387830842586,0.7195511558325638,0.11935710309570773,1.3338631199766091,0.08773486439099203,0.0,0.02674471295318114,0.1377789803412595,0.02297066495500551,0.48637140128692696,0.017935874139394334,0.0712269127560055,1.3860891710143717,4.144980867489873,0.373061902559173,3.4821092931238855,2.260826359318357,2.119133434645153,2.014147506097636,0.6753677433074783,3.692911368206188,1.6134784785686218,0.6108755878946002,0.0031210144224340154,02001,02,001,Ensenada,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,1.3329106864960092,0.0,17.704468781418537,42.951302154558,2.2702007156606867,7.060802355447888,0.5493475558618274,8.452978995339206,42.67468349488067,6.904880933033645,10.250414788855739,14.540571887089094,8.772194300182534,7.7166765243521,2.913287459306025,0.10912796276606244,0.0,0.0,0.0,1.3910702815666676,0.6179368795653927,0.0,0.37671123263709905,0.2845172978350056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40382150880574547,0.9413437925891601,1.1448486599653334,0.015802577285782046,2.004437557430488,0.0,0.0,0.0,02005,02,005,Playas de Rosarito,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,1.7443710370932948,0.14007605537157042,0.888404312678015,3.9200185470279303,0.6912857521234944,1.5269437745662733,2.4442221643069972,0.0,0.2909553476709716,1.1930797295945461,0.016918552037974374,0.0812703858471965,0.035697500531095425,0.4553977369747407,0.33988409935519937,0.02042698022033479,0.04409670250148722,0.007911212618020263,0.5748106729925383,0.21626808261881617,0.013195070552259632,0.0,0.0,0.015112240407006046,3.129348148649368,0.048401386002421165,3.7666171770006946,1.1834312190793592,1.811400974843691,0.07443029581680279,3.65444952097421,15.51395469772717,5.064689922952,2.0375651010525346,1.1039968782224192,7.2750332752447235,115.5207328281691,0.0,2.396678922219308,0.09193945965947047,03008,03,008,Los Cabos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,0.6589660288866137,0.9668771680977276,0.9194993339627816,1.9716339612167477,2.2066146449764057,4.598826431575956,2.8539164838435194,0.1860986613074012,2.333743857525035,1.6022095497938134,0.18589703309875552,0.3241170416209418,0.20128616797940996,0.08752421862633947,0.14287464657330048,8.051502416041794E-4,0.024206732574029798,0.0,0.06821486758974035,0.1365071086707674,0.01049278843357851,0.027066637563250458,0.0,0.033403006914732865,0.6235098560254004,0.0,0.41709022858326855,1.8078118341376024,0.3548034236985818,0.15138870193985846,1.7635275229975287,1.8398188189408136,0.11582786087749217,6.601757867829066,1.1494465563056362,0.10399359151470881,7.625991905695911,0.0,0.04466559089991241,0.4044033064707188,03001,03,001,Comond�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,1.3113403717413896,0.8557250395104598,0.9076268427363513,1.4298251158841913,1.9043569927714383,1.9586254058398844,2.1961611981206675,0.0,0.5426242708492718,1.1723616051487342,0.24825226298411043,0.28200979709911783,0.24880331136034897,0.24266668823231624,0.206272390102748,0.03100339853390313,0.02140159257145827,0.01112010720119192,0.26701266566296955,0.2880251207722169,0.010307338250178842,0.010384416938920706,0.0,0.04862823249480963,1.9023238314719888,0.0,1.0051751441434942,1.2388404305906036,1.8008459334810043,0.37636670982139075,4.415933057439541,6.572727457284819,1.225231229164493,3.5062308453953652,2.2181532074028625,1.391867592626272,30.26038952781551,0.0,0.053439954573137376,0.0,03003,03,003,La Paz,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,0.45017040128739966,0.33547829111212846,1.5968595218085408,2.5969656839846396,2.318117215112091,5.087793953279525,2.888391944403198,0.45419924190527966,2.456486218770759,1.6748599798679102,0.11759966419847645,0.2790377005857401,0.38856492726450764,0.08446008991990651,0.09492522308136064,0.010467300028643529,7.618550634742272E-5,0.0,0.15850129159291887,0.3130843749347116,0.08865493568896009,0.05458733962922521,0.0,0.015641865376180973,0.7188991851746865,0.0,4.1427747151804715,1.714871666799654,0.1218506733393821,0.0,2.150527770268914,2.9855710278371554,0.035099126673046384,11.275704606759875,2.4543740806461813,0.0,5.997596563141655,0.0,0.0,0.0,03009,03,009,Loreto,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,0.14044875500776052,0.29308120205180394,2.0071978627845026,5.1644633946981005,0.49868182432908614,6.3574975021171625,0.8954660382115848,0.4178665270121864,3.941374877489085,2.400723674512518,0.33999399680721315,0.851881294029643,2.5626951637865045,0.06290478158298372,0.4633156608507802,0.17748650795577708,0.05052220001919346,2.2399669721499123E-6,0.022360774911493148,0.3570424038066455,0.011404980820422392,0.00671379453798335,6.798134825053229E-5,0.07337889647581007,0.3007226078325818,0.0,0.8370159036396918,0.11730335721027357,0.10192669874863447,0.03730057426637379,0.6704355877846747,0.9477927359287313,0.32081775037669846,7.915996961964214,1.1677787016710277,0.743769218995415,1.5849280551872742,0.4828797562695918,0.23577228353390492,0.2961529066240179,03002,03,002,Muleg�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,3.439449482907725,1.2909664097835551,68.04760789382223,6.241112803469615,1.7455219526974997,5.579234553721513,25.99926141257837,5.819013657059849,0.7137776669447826,2.586799951504378,0.0,4.604995584017748,3.895020855153502,0.38834599385811147,2.3024127406726085,0.002286933041789357,0.9648263431097905,6.39879252270966,0.028526659945028638,59.06501739312847,14.883738771836716,0.0,42.35544947157632,132.02818515715836,156.76533324519934,102.26675331391029,70.26878760476023,60.60662487999361,47.66154879440561,39.841570931764394,55.41252212081184,64.30423126696468,76.65117928780053,62.920085588715274,42.08878843525017,81.45169742945725,21.767085107023462,20.463414626565033,41.30389350256746,5.066059262606125,04011,04,011,Candelaria,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,8.46624369658837,6.666584919728161,25.958533183726033,10.915821018980187,1.0858929761255163,5.035041730549983,27.350032062789907,4.143540945472703,1.7337386867967435,3.719694043948477,0.053070978941113636,0.7939320688977606,4.451687627288899,0.0,3.8714260230161064,0.6823603616755395,0.6330644293379554,1.1069137232481907,0.06360307212960668,52.95253054903249,1.8966580534499138,0.0,27.58288094411538,121.03685813052796,181.68147923586025,95.355418555976,65.22223999188222,72.14267471571414,36.09648011257381,31.25381637729361,42.53707029529325,73.7272395933101,67.42746881169283,47.91455219140476,56.55208546175897,98.45238014402203,12.63720167034008,28.312220845314904,44.932585239126354,5.1463020981289,04003,04,003,Carmen,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,4.125782910310294,7.989937815176924,17.6620930024542,8.231657104443565,1.6795269872875447,1.6563941018718416,21.48365512541557,1.9634023384267072,0.012948384784203914,4.130662648292969,0.02731174749449494,0.5745128587800205,4.2091968237220145,0.0,2.1863714098683387,0.1712651044895432,0.28555835141319347,0.5481590351991453,0.0,22.72789108830542,9.533603158332904,0.0,36.22839921154381,163.437532430021,229.10253616799838,112.19675306593835,32.93649988791236,35.46359870483631,42.03089554615465,32.28340604933723,40.66193984718535,59.39716895596412,90.04941944302205,67.63846044346143,45.03920763187444,75.41030980468663,35.00034541972249,52.06223283680066,42.94627818433028,4.7500897254767285,04004,04,004,Champot�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,7.527146321108235,7.646523847794754,1.9102146736945806,6.67730057155207,0.9015532531013333,2.7379800694479237,13.58688462450537,3.443281890329456,0.0,4.980421746081287,1.2335877187860778,0.28461081297406415,3.021546639209688,0.0,2.4048562939167972,0.014283257728803405,0.0,0.049631210894687854,0.0,15.992403283308287,6.41588875335768,0.10308588555889941,40.052058400307324,191.73919191006377,245.59286194914927,118.72142843100121,33.80686685300178,17.21253330536801,54.74164460127815,38.47932434284246,26.911556738588807,54.74994305509633,76.93866931618923,80.96471366954742,45.768323056546386,81.86044514684762,48.61514974958178,50.19923730824122,36.199168879075835,5.940411206741638,04002,04,002,Campeche,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,8.472174261212587,6.567435140575504,0.15349941649282886,7.011328386604237,0.0,4.923895084196987,11.429540755884744,3.0190641749746825,0.0,3.812084407125472,0.0,0.0,4.544504900020483,0.0,2.0211030407960595,0.024161351999207752,0.0,0.0,0.0,18.012281894850265,3.275540509545379,0.0,21.02705265831843,141.95580338119368,279.2460739583098,101.02801006059985,27.674098499657198,56.1829759040866,37.338197425203965,31.598924836933634,29.745067352406,65.6474541305402,96.45266039779474,94.79958552300431,53.2910143841202,74.83263323608507,59.98612943188835,59.02082581419273,23.00445113450253,4.352885210328622,04012,04,012,Seybaplaya,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,4.914895412720133,7.269191951734661,12.132939701019104,8.179872423874324,0.8904175001339326,1.7559937347058978,12.155401878958981,2.309251972914225,1.9210182191080636,4.74433128484247,3.934560757637641,0.21266565963285639,2.819588321458033,0.0,7.122590933373827,0.021758442647629214,0.026078600491815707,0.7507198323511716,0.0,13.406767028239809,8.931233970651991,1.708823153984718,33.2806441097228,180.43888801165244,227.7946472287763,89.42822476355637,33.76937426909697,9.772272641015862,48.60509745083906,29.558520893914604,15.390647362227172,51.41669275032531,51.16376294447481,32.95573740696296,49.91476159335599,74.20349354210416,34.767604713482754,43.210030587946534,44.96418406790509,3.99588787741954,04006,04,006,Hopelch�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,4.851437578960325,11.121940729090133,22.988220053017216,11.129662786270337,0.7137266409938844,8.92862178711306,23.702655265498493,7.5016230739255825,5.372792505134521,5.504828650775407,0.012851731997009713,1.6369138992455867,5.509947313033661,0.12237638911143797,4.281096292583342,2.9775680045279973,0.026285125716389527,1.5599792546727451,0.225807002895236,42.85172973973661,0.4876045140266294,0.0,24.41098546544679,115.88499163428978,206.55877436354058,101.20058155029756,50.268739729726725,65.5347813132807,33.73756804513843,26.515404270601497,31.230667466336993,70.23567552069905,34.816304169610504,25.651302175729143,42.134189509092934,102.93312622634703,14.554391134902396,9.890183451002216,47.40472733244234,0.727135493181057,04007,04,007,Palizada,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,7.1358029013583435,4.066586748014638,0.05810574878708159,5.950988864724953,0.0,0.6306234064196191,12.27704477425149,2.7475211897532006,0.0,4.968550133490531,1.1745519991652729,0.9566045932078941,2.666818267584766,0.0,2.998952926015753,0.0038685796714910377,0.0,1.95829466369803,0.1294232565243766,12.645289951638405,2.586446793650129,4.908899395393292,31.613130214640467,198.24907923674715,232.40763129750596,122.28427410611157,29.207465631533616,14.322752123130934,48.17364602460915,42.291643165693834,11.945875629661321,52.712791731134786,67.59767573752528,58.50624016779995,54.08287745131681,69.8489946435308,70.7810655580522,55.978068964449655,40.20527899290836,9.23498178448127,04008,04,008,Tenabo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
