system:index,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,mean,n_year,.geo
00000000000000000000,01008,01,008,San Jos� de Gracia,466.06636694855797,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,01009,01,009,Tepezal�,356.9002514281663,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,01010,01,010,El Llano,446.0893838494945,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,01011,01,011,San Francisco de los Romo,431.822050821868,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,01001,01,001,Aguascalientes,440.9862453207266,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,01002,01,002,Asientos,412.43187155401324,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,01003,01,003,Calvillo,502.68010807376334,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,01004,01,004,Cos�o,336.68690795486293,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,01005,01,005,Jes�s Mar�a,452.4357645689718,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,01006,01,006,Pabell�n de Arteaga,400.27343904968285,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,01007,01,007,Rinc�n de Romos,371.3140522314434,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,02002,02,002,Mexicali,88.11925127638007,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,02005,02,005,Playas de Rosarito,316.5071150085226,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,02001,02,001,Ensenada,351.19463367977914,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,02006,02,006,San Quint�n,99.43489641129472,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,02007,02,007,San Felipe,106.81257868681622,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,02003,02,003,Tecate,369.1700750298261,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
