system:index,01,02,03,04,05,06,07,08,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
0000000000000000022a,4.672877854957669,5.2047909766954605,0.528066344425405,1.8165788918457508,2.4560033348095054,98.0735851741083,198.1025024559936,187.29810200389872,14049,14,049,Jilotl�n de los Dolores,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022b,4.2705225724765565,10.52284579657032,0.667241012995331,3.633579250343358,17.325386920823533,128.75432186348328,184.07816488302,230.19573998345797,14048,14,048,Jes�s Mar�a,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,4.182686818901298,16.676226049869467,0.22629701875077468,2.3958071676424524,13.75856187594652,138.84950283752383,171.8231773223505,280.61470493495545,14047,14,047,Jamay,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d,4.999088779069323,17.572918427651786,0.9933079506855356,2.376220310452225,8.874032676467927,120.10801120786196,208.35828078613926,134.1262001093665,14046,14,046,Jalostotitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022e,5.784884341105657,17.006093388269452,1.075714334926528,1.9193656006053534,10.694465059930698,118.35113243684347,269.74302277655715,220.48526746034625,14045,14,045,Ixtlahuac�n del R�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022f,4.455148163136471,13.88117954972085,0.0,2.446176737325078,16.38838086428446,131.11195020653892,211.73473432238183,246.2288110316469,14044,14,044,Ixtlahuac�n de los Membrillos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000230,6.331005222504511,39.15507591138875,0.9882262216299463,3.1809928910445717,3.0361810961491926,115.37634890957246,207.54245923100225,147.85806815235685,14042,14,042,Huejuquilla el Alto,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000231,5.939555205010348,23.92827839260088,1.4509335556178964,3.0176918445816723,5.232095347492172,80.61912965294144,195.81049702399184,109.7557916228455,14041,14,041,Huej�car,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000232,4.392291612180198,22.6244886686948,0.9943059172710625,2.05560947079553,1.7972458133201632,126.56278976049141,258.86038626827064,209.37344192596785,14040,14,040,Hostotipaquillo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000233,4.083566557277333,21.10034209082308,1.3155290931799106,2.1873948370532648,11.530457397669577,119.68338266823206,278.73265609877353,238.09969136483863,14039,14,039,Guadalajara,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000234,4.053829638435262,25.76550778936559,1.4119514212616695,2.4196677571921836,2.590683881119984,123.72928929659204,314.8778928065779,220.75591980566028,14038,14,038,Guachinango,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000235,5.12793749726387,19.36630191446579,3.071554092517525,2.805968805612188,2.683499466819861,100.13344072460059,294.11407958293694,212.32544271048815,14037,14,037,El Grullo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000236,3.781701214466421,17.47644611498588,1.2975041135355,2.0662772782181955,3.569685040654764,124.35999477235637,304.69609749101016,252.32777368381892,14036,14,036,Etzatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237,5.132111144157993,26.121753319296655,0.2889985453422578,2.864958224543229,2.373541473053026,116.05827142076943,198.9243925648111,163.17623810601813,14019,14,019,Bola�os,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000238,5.3989039839250665,16.68063567211619,0.712445429239493,2.452322217148508,16.3298098124111,116.19519363494679,222.02174297474335,271.1903001229845,14001,14,001,Acatic,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000239,6.353931611264512,20.81337288277961,2.5846695380417817,4.119700912196991,12.91298490201337,110.23567452528208,205.18843920475229,158.5882762830123,14004,14,004,Amacueca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023a,5.53068789489863,20.68791772541131,0.18011275359792533,2.935571586413743,5.335818468266181,115.6953031416324,295.1453024368613,214.387104329065,14006,14,006,Ameca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b,3.6730965235765574,16.1309006997724,1.1112129534511226,2.0927228249842167,4.448441885732774,122.74877269892909,304.8252454245277,243.86181456205682,14007,14,007,San Juanito de Escobedo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023c,4.673779959141804,13.222780302197144,1.0227154112550119,3.1771560393578526,16.3853724713643,133.08255116802997,185.18595183744216,223.34654662987035,14008,14,008,Arandas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023d,4.458917053684607,20.010124963095784,0.9424789855847545,2.2486985102520967,4.50958052572812,123.1754869063506,318.468541658657,221.44268161352548,14009,14,009,El Arenal,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023e,5.4038372362287905,14.932451629908238,0.7764090647210938,2.7314243496466504,9.304640195982637,87.00472265503953,194.86098720031669,72.15194383767421,14035,14,035,Encarnaci�n de D�az,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023f,4.807810071007165,21.403463539162814,0.07742872569551798,4.485088574748241,7.3009278547081085,114.0706308719895,308.74802350500835,185.3755645353055,14011,14,011,Atengo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240,4.517947339697888,10.52739210818943,0.7140770684261071,3.7244531090204647,15.899800963100759,114.96279771938934,169.79676182276324,270.81772083345203,14016,14,016,Ayotl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000241,3.765937963856952,9.14961001928086,0.8752797082714414,2.4851983839565004,12.885047770359877,115.41624759245948,155.50856052008663,259.6425308063951,14018,14,018,La Barca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000242,4.781218521718896,29.237851341191874,0.22627967306677144,1.4810375915329292,1.301287004190759,108.43158131713072,312.837905785217,265.9546777479797,14020,14,020,Cabo Corrientes,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000243,5.161194673114757,14.5715345017581,1.5920752119032633,2.3919895544743874,2.097439341521611,141.36705650392065,352.94751189992223,223.68050206505237,14021,14,021,Casimiro Castillo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000244,4.5390479321065165,10.58720660872536,1.6325311921553973,1.7127716583935426,2.9561403119872653,67.94530108272575,172.1758642815344,160.83772347060713,14022,14,022,Cihuatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000245,6.135292704681829,21.178411416098616,0.2905811388890444,4.430308280323752,10.263730373420529,151.1981996143118,274.2122301547368,250.0784271734732,14023,14,023,Zapotl�n el Grande,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000246,5.118025501802049,22.162875144399447,0.975280082390226,3.18492846795711,7.758037841381698,118.82273624599497,281.75107265636825,189.7867188722512,14024,14,024,Cocula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000247,5.616745757944228,18.24979899280122,2.731777327182311,4.629292323096368,18.015688802058538,132.44425097994744,262.61361966642056,298.66345920452386,14026,14,026,Concepci�n de Buenos Aires,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000248,6.670508901819533,18.971746907878387,0.7800621282245973,2.022543041455582,14.692841624152118,116.918282714848,242.07213229980155,229.75689805968116,14029,14,029,Cuqu�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000249,4.90998536293014,24.19802815517076,0.1450572097868737,3.5500588598624185,13.660311593767625,139.30938569074073,217.37461897011013,282.6001981039139,14030,14,030,Chapala,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024a,4.738780397728131,20.52792600407878,1.836054678402545,3.132201522452022,7.561030969980659,117.50396366910037,230.8128005613428,188.38156376018077,14032,14,032,Chiquilistl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b,4.1648971618062225,8.668546884578097,0.5431990045662668,4.186576043514535,16.024418121057153,124.28562803639733,186.99509459075915,262.1848939852247,14033,14,033,Degollado,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024c,4.277978063667989,18.5915537278466,2.351853373450488,2.523246882817099,3.0314125924800486,94.24282320239578,265.51984448911224,199.94218146718845,14034,14,034,Ejutla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d,5.207010681733717,12.249461736285063,1.1838529340935398,4.076422418656302,12.508589741713283,99.96835372766968,216.64251564140065,274.402916060069,14069,14,069,Quitupan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024e,3.9102377055597137,9.05656932282609,0.36243045746675345,1.6806878190794217,10.41338376098785,110.47994819009168,188.03680573462637,268.75442357393234,14123,14,123,Zapotl�n del Rey,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f,4.699620741278203,18.860769595759805,0.563153697213588,2.107681202650982,2.803158165979348,119.90556297530104,276.70610812659834,223.4216711348098,14094,14,094,Tequila,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250,4.585471606538999,17.863325680810885,0.08997194796676954,2.8944539237937494,4.237575623075405,127.61789114964131,317.1606411639586,221.1274483078991,14095,14,095,Teuchitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000251,4.275975880275461,14.857045707635397,0.3828515149871835,2.6668734304523736,12.41019564691918,113.7937131385887,201.98369141499109,255.18609365004912,14096,14,096,Tizap�n el Alto,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,4.139098709534281,19.535400737982105,0.5282653690972311,3.795271077132551,14.971161498873302,128.4780747333278,241.67322750506412,214.63778269791405,14097,14,097,Tlajomulco de Z��iga,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000253,3.5941448592504126,22.524215729151877,1.0640627465456103,3.7712525616073465,7.379391290837228,105.83188605808036,260.000559476928,164.36530515720085,14090,14,090,Tenamaxtl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000254,5.691646476053918,17.366809669082947,0.16200883080045428,2.8278158941351212,8.336600720473971,110.63602399083376,189.05582606316773,116.45499626547999,14091,14,091,Teocaltiche,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255,4.6493660033602415,16.46558491275192,2.1525465483233166,4.475207805912878,13.52609863933163,118.89235906929959,219.12285127457753,215.90862075057086,14092,14,092,Teocuitatl�n de Corona,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000256,5.972212151747006,18.085587798972146,0.30431731960619024,2.711379764746956,5.11780893590174,112.8593047721083,344.78585995317667,303.0456348486295,14122,14,122,Zapotitl�n de Vadillo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000257,5.709147193052555,15.706361455592246,0.09626757253300063,3.6656925704101613,5.6215029420942155,146.96396804673344,268.6073522422531,258.7721786396071,14121,14,121,Zapotiltic,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258,4.982823230262843,19.088695201049156,0.8522496220537902,2.1741108078686096,8.28453614063248,123.80381113592836,293.3483554588041,225.13997876480488,14120,14,120,Zapopan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,5.247722670171726,20.438631232297755,3.5920607081485465,5.141151568741248,14.224109879423114,125.03129841159374,214.15109659480774,181.61915399988814,14119,14,119,Zacoalco de Torres,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025a,6.409201498706657,15.9023002523495,0.12597028304295368,2.033782605156602,12.84276433365726,111.12679059436226,215.9481352725182,211.5404366116926,14118,14,118,Yahualica de Gonz�lez Gallo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,5.520494968195963,14.67475115731141,0.20922609951258597,1.9619866650537585,9.400206592491562,113.70191360749959,195.59379162098676,172.45316790369165,14117,14,117,Ca�adas de Obreg�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c,6.198974929794271,17.884876003350442,0.9569430444888009,2.741326302275194,8.577204990978686,112.98656301390973,178.65256759161045,120.51749630721343,14116,14,116,Villa Hidalgo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d,6.873345276613941,15.549731446021267,0.6549949415599272,2.2523308984152246,15.718649334412959,116.37339895493189,209.86223131368638,257.60870194928174,14093,14,093,Tepatitl�n de Morelos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025e,4.021077559408986,19.682408856098046,0.880464162590892,3.88939596458461,14.96944248019321,112.01803752191255,255.3430105466252,225.95178007894714,14098,14,098,San Pedro Tlaquepaque,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025f,5.57767085987536,18.723267185206748,0.1465553148139761,2.8714194317522437,6.275555514215684,108.13818823562583,351.1169658515343,279.0621476200374,14099,14,099,Tolim�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000260,3.9513666961088525,19.66035453489427,0.4478259491109088,1.8987013713265328,1.395308828057408,101.66477363058388,290.59174173287255,212.30276650507983,14100,14,100,Tomatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000261,3.6369350067582285,18.215008463493284,0.23554258555131488,2.904440805829988,15.669485451936774,114.1533085102266,257.5216629620467,235.09824641262998,14101,14,101,Tonal�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000262,4.624776605041288,15.750033597105345,2.3206156850875304,1.8800078551202144,3.4311693580525855,92.2308675873567,269.37470928837143,203.4842731352472,14102,14,102,Tonaya,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263,4.09328616024556,18.93994381468807,0.0024742811498507647,2.568163012980421,2.456694328391235,126.62100031375853,293.2890307573086,298.42045730753495,14103,14,103,Tonila,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000264,5.629536220191789,21.369467251707402,0.4624145279318501,4.1163747653568095,4.577157118857793,107.31929063633781,189.2068151019938,155.62911980140242,14104,14,104,Totatiche,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265,4.985277415728617,12.667158384863297,0.6736534064835338,2.1598513549845597,12.542026217807276,111.37589410185304,184.19601064104526,290.53975349371285,14105,14,105,Tototl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000266,4.286976668561132,10.407958115272212,1.0542580016271483,2.205216030277884,1.7927358433242189,127.38049680948406,306.128580103467,240.5388342903016,14065,14,065,Pihuamo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267,4.277615957355658,25.072197279221196,0.42313731578292685,3.0319175239584246,6.688579793982026,156.78626527246863,342.5355374917206,216.84345662624554,14017,14,017,Ayutla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000268,4.5635831188639315,14.30484288390227,0.06451398750928443,2.4098539209225045,14.132678971076507,116.43130383962448,231.25467661977748,257.8964147094854,14124,14,124,Zapotlanejo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000269,5.716137167643765,25.042964277139994,0.27155449028822404,3.2262809614657644,6.807900438710691,177.14575493618247,349.06906485557556,225.745719307182,14012,14,012,Atenguillo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026a,4.964576313189632,18.09995089728584,1.5511098167397435,2.643416090881968,6.2770989573434965,109.76935221859007,338.98303301383066,266.5511584330605,14106,14,106,Tuxcacuesco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026b,4.532456144199834,18.984567946536494,1.1561309566117657,4.737630867023194,12.716039902054456,117.3207776103874,210.75624614034618,229.43256948921874,14107,14,107,Tuxcueca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026c,5.026440978321844,18.129324598667537,0.15331937984278338,2.6072846297430794,3.271217656567227,144.25386967732547,289.5877420413352,286.97756714299373,14108,14,108,Tuxpan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026d,5.652351141188299,14.06814305643093,1.7258568073921785,2.3800792794136845,9.636341970513,98.28617624019986,174.97575112985265,104.14126708619342,14109,14,109,Uni�n de San Antonio,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026e,3.8185528213793103,24.409924747022753,0.8223542028362262,3.0517391216355625,4.2849030661723155,109.27409997966288,279.57451765337925,190.72139491988577,14110,14,110,Uni�n de Tula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026f,6.314046618080339,16.789498886798864,0.7790390982822216,1.9072030530274107,11.28033493740416,113.95871855941925,203.87114090132928,202.9182128865124,14111,14,111,Valle de Guadalupe,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000270,5.6388142263369785,12.730795855376124,0.32907595812782936,4.819676280855907,14.623380960613593,109.3185190951887,230.8442777897921,299.9536572842211,14112,14,112,Valle de Ju�rez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000271,4.759653927003822,23.279789993410926,0.30035772424192564,3.2493553302961034,8.802266780205782,122.2953936190099,261.9103205731651,191.69564884813676,14114,14,114,Villa Corona,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000272,6.035948525771958,22.605514786095824,1.1482196339814073,3.4843067617289565,3.4003246450961364,116.00099559736184,202.61022991584883,148.63170439302527,14115,14,115,Villa Guerrero,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000273,3.8684234854352275,20.552112257060404,1.8888153324321824,1.8384988712800014,1.7864113258588405,110.64061709893572,291.99791728950385,215.82551057794316,14075,14,075,San Marcos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274,5.607200454752814,21.321855363115606,0.001892447863367879,3.1076613496468726,7.279691022779454,122.10008945602551,285.06810987994663,190.98007190533076,14077,14,077,San Mart�n Hidalgo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000275,5.330343067102532,18.05557917548897,0.4816451270832952,2.2795582032304558,10.606895924251239,125.30848181731562,205.839708230264,159.1932527898442,14078,14,078,San Miguel el Alto,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000276,6.405765438207104,19.68435638971369,1.3881336757181073,3.3264184540716295,12.407205993247551,143.49643764529628,283.95192398179586,269.525322808374,14079,14,079,G�mez Far�as,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000277,5.119301528824742,17.006336975712887,1.0367558740592757,2.37910023963326,9.620736255171504,109.26200956563572,201.00790244323457,104.50991606967631,14073,14,073,San Juan de los Lagos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278,5.202459604790353,14.826899941413759,0.03988295723653803,2.4879320139147074,10.439340964587627,121.16564847510703,192.5421685517171,133.17897345540425,14074,14,074,San Juli�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000279,5.5936550274320584,19.644419963943204,0.0,2.358017447621313,1.9642857911208504,95.94115454466777,207.67337946493774,170.72150827098014,14076,14,076,San Mart�n de Bola�os,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027a,5.627453609874415,17.11030842059225,3.6087379628602494,4.264519746476244,11.707419028897672,117.60461917765848,240.9564752629629,204.8112863424973,14014,14,014,Atoyac,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027b,5.429800138804423,20.020894388097766,2.185479848194939,2.7228502017548353,4.077364445618696,130.59246213215994,312.1187279855402,215.70127152601106,14015,14,015,Autl�n de Navarro,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027c,4.428399352206518,15.457515817390982,1.2134379084653695,2.137048433810998,3.248992591460924,83.24527587685266,246.98351171016282,169.77909327074377,14043,14,043,La Huerta,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d,4.26429462862891,20.64883066155233,1.429245110544983,2.2044222460666987,3.4920696829299747,125.52427854025144,294.81725644677937,233.92422095046052,14055,14,055,Magdalena,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e,6.193371059619984,22.830683397499108,1.4334929486644086,2.678980452463361,9.892272650987845,110.92844201269462,208.89421013934933,162.23277257795226,14086,14,086,Tapalpa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f,4.193159704516338,23.337080351675215,2.6365116253400034,3.8987177440551606,8.619013859372854,125.46032301382401,252.09081847605083,191.5759028162493,14002,14,002,Acatl�n de Ju�rez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280,4.277656461278053,15.202125650995642,0.3742154867335344,2.496192237050665,4.978214056722452,132.6297629041149,308.5249594672184,241.0685714045814,14003,14,003,Ahualulco de Mercado,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281,3.796614386248714,18.803525801723627,1.0979869955879678,2.662532169501228,6.204740503719894,131.94484911023642,315.1110380698938,253.9313639263339,14005,14,005,Amatit�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282,5.371029682700288,20.675674787878826,0.49010305900266193,2.2865624933653885,5.703638686400283,92.03110667900681,200.6809544308671,133.31213887899742,14025,14,025,Colotl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283,5.255255983648624,11.015334456754,0.9661645687932329,2.1969692538885113,2.91482052484087,111.71022263440791,286.316873543661,231.26716880523495,14027,14,027,Cuautitl�n de Garc�a Barrag�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284,5.014774758311793,26.730464901466036,0.009786312496818309,3.2743993285376436,7.262043751377661,175.6759885891064,353.94258048766034,222.165391731991,14028,14,028,Cuautla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285,5.527847354973739,23.52002643098434,1.4585813730573038,4.580221664561675,12.166453386537537,130.17030889604723,228.3820755940982,184.75031122549987,14010,14,010,Atemajac de Brizuela,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286,5.1586231309899855,8.952845385407798,0.6105228676527932,1.9687522994100901,14.171589084448472,115.66641754945552,178.4271170275128,287.93410587631263,14013,14,013,Atotonilco el Alto,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,6.476385906990432,12.53428587015296,0.10811411771575215,3.0880057732380233,15.287849578063742,131.16169860509893,192.3027863860367,241.41532917625858,14125,14,125,San Ignacio Cerro Gordo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288,5.854851131315356,19.247113586332205,4.954083959089558,5.358288856811854,13.100725681836817,129.01561588147166,208.72355457577012,175.09953896875507,14089,14,089,Techaluta de Montenegro,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289,4.9844909668676225,23.42087771269971,0.5979646399042373,3.73197630787108,6.961638958380732,110.65184419889994,254.7674808398906,165.36812055920987,14088,14,088,Tecolotl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a,4.870548389768272,10.828650908771106,0.4716969759465939,2.517144831430482,4.2878414406671155,147.89078522326596,286.2694895150203,222.16892602233412,14087,14,087,Tecalitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b,6.246043894092855,12.996317026772047,0.348445075438631,3.282730408212334,8.531997510141101,134.43182575652554,261.70505603006677,284.8057888430167,14085,14,085,Tamazula de Gordiano,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c,4.958947997827447,28.976602286657446,0.3658177081877979,1.9883806637272055,1.2462747691952776,175.90046511041706,378.5377218219531,284.88403557299296,14084,14,084,Talpa de Allende,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d,4.662720340478377,20.539280190308727,0.4650553420926241,3.239353959207043,5.805747140006421,121.16943302993576,293.92743792524305,210.0358953599767,14083,14,083,Tala,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e,6.633884749013919,20.728804037523318,2.886056985388795,6.198417565423983,12.704806576642579,129.64893661217369,245.9796412992678,195.76186244131762,14082,14,082,Sayula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f,5.813486247231081,19.788438945023373,0.49632444305960416,1.9405075282743376,5.830954808034819,76.52796700610354,195.59477263205343,127.28609237976983,14081,14,081,Santa Mar�a de los �ngeles,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290,4.725251142361321,28.87818898306599,0.44325318544279496,2.226288573476847,1.16254679436136,167.05940980344832,337.14987499504645,280.5296594436766,14080,14,080,San Sebasti�n del Oeste,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291,5.239739426128971,10.483287008828071,0.9175543322503433,2.5522121358064496,9.092099169337702,102.33633836308547,163.03023859254424,139.94016693584638,14072,14,072,San Diego de Alejandr�a,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292,5.390496985161261,16.574847891319934,0.6514271280935575,1.731597898253861,4.2162501470532385,116.55305707259896,275.67439584910835,199.47942031197857,14071,14,071,San Crist�bal de la Barranca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,4.045968978269265,18.297695066374125,0.0,3.877502125023984,19.222515172546952,113.40010975588037,244.30567482497432,229.5463201157232,14070,14,070,El Salto,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000294,3.9779588550617384,16.906795278304443,0.16426532048416118,2.6793651841126667,2.6594510694619764,154.5112248338812,383.51018367062113,251.1406729135298,14068,14,068,Villa Purificaci�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295,5.0049581850015095,26.828684836596324,0.5395813448547246,1.3411513791448373,0.33460254627837405,163.47064779772901,323.22635773408047,282.294364364749,14067,14,067,Puerto Vallarta,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296,4.138953304877417,15.694222658127137,0.38429868171045223,1.9302828138194825,12.328132885488234,128.22809157062449,181.87440193866243,297.47724110972234,14066,14,066,Poncitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297,7.044156180981483,14.073676772079612,0.9165137141514254,3.0704997333974617,12.517770333234557,70.59310030355745,182.7565138016018,25.314282483975827,14064,14,064,Ojuelos de Jalisco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298,4.085017372857542,8.262245061636417,0.9047671285796255,1.5826965875867824,12.692677070048573,124.29435543540542,173.0207867124554,284.00463210676935,14063,14,063,Ocotl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299,4.751899241955832,26.57054773638851,0.971705036781373,2.976162747339982,6.169973950495089,144.0127802924941,331.6640881433238,221.8626305970708,14062,14,062,Mixtl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a,6.478430103955042,34.74843804757719,0.38776156269034984,2.3785705484627844,2.8779273906857243,160.23639145477202,235.7698384145315,165.18100043916726,14061,14,061,Mezquitic,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b,5.796487810870632,17.159460895635686,0.70645267953072,2.2580859039300383,10.132144946630895,122.58447043514899,192.83227822834175,156.6444855092499,14060,14,060,Mexticac�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c,5.437156706227739,13.775204742920856,0.06538098952040533,3.048992041436598,12.528994204278632,111.14025965066645,238.11458380423036,310.91065007696744,14059,14,059,Mazamitla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d,4.7713710306538175,34.77930727790491,1.2966385283445803,2.0271801730096035,3.030468112198643,169.0992912883699,341.1123449525997,263.4098557227282,14058,14,058,Mascota,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
